Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City,State,Zip,Inspection Date,Inspection Type,Results,Violations,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards
2321105,BOHICA BAR AND GRILL,BOHICA BAR AND GRILL,2147522,Restaurant,Risk 1 (High),5518 S ARCHER AVE ,CHICAGO,IL,60638,2019-11-05T00:00:00.000,Canvass,Out of Business,,41.79812662454975,-87.74741651396842,"{'longitude': '41.79812662454975', 'latitude': '-87.74741651396842'}",,,,,
2321055,2934 W DIVERSEY LLC,2934 W DIVERSEY LLC,2671686,Restaurant,Risk 3 (Low),2934 W DIVERSEY AVE ,CHICAGO,IL,60647,2019-11-05T00:00:00.000,License,Fail,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO EMPLOYEE HEALTH POLICY AVIALABLE. MUST PROVIDE. PRIORITY FOUNDATION 7-38-010 | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO PROCEDURES AND SUPPLIES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS. INSTRUCTED MANAGER TO PROVIDE CLEAN UP POLICY AND SUPPLIES. PRIORITY FOUNDATION 7-38-005 | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO SOAP AND PAPER TOWELS AT HAND WASHING SINKS IN BAR. MUST PROVIDE FOR PROPER HAND WASHING. PRIORITY FOUNDATION 7-38-030(C) | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED OVER 100 RAT DROPPINGS IN PREP, DISH WASHING AND BASEMENT AREAS. INSTRUCTED MANAGER TO CALL AN EXTERMINATOR FOR SERVICE, CLEAN AND SANITIZE ALL AREAS. PRIORITY 7-38-020(A) | 48. WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments: OBSERVED NO CHEMICAL TEST KIT AVAILABLE. INSTRUCTED MANAGER TO PROVIDE. PRIORITY FOUNDATION 7-38-005 | 50. HOT & COLD WATER AVAILABLE; ADEQUATE PRESSURE - Comments: OBSERVED NO HOT WATER UNDER CITY PRESSURE. INSTRUCTED MANAGER TO PROVIDE HOT WATER. PRIORITY 7-38-030(C) | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED NO UTILITY SINK ON SITE. INSTRUCTED MANAGER TO PROVIDE. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO COVERED WASTE RECEPTACLE IN UNISEX WASHROOMS. MUST PROVIDE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FLOORS NEED CLEANING UNDER ALL EQUIPMENT, ALONG WALLS AND IN ALL CORNERS IN BAR AND BASEMENT AREAS.",41.932178909360545,-87.70151831687924,"{'longitude': '41.932178909360545', 'latitude': '-87.70151831687924'}",,,,,
2321041,THE FAIRMONT CHICAGO/MILLENIUM ROOM,COLUMBUS TAP,1548267,Restaurant,Risk 1 (High),200 N COLUMBUS DR ,CHICAGO,IL,60601,2019-11-05T00:00:00.000,Canvass Re-Inspection,Pass w/ Conditions,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: 6-301.14 OBSERVED NO HANDWASHING SIGNAGE IN ALL WASHROOMS ON THE 1ST FLOOR (MEN'S AND WOMEN'S). INSTRUCTED TO PROVIDE. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: 5-204.11 OBSERVED ADDITIONAL HANDSINKS NEEDED IN PASTRY/COLD SIDE PREP AND IN COFFEE PREP ROOM. INSTRUCTED TO INSTALL. PRIORITY FOUNDATION VIOLATION 7-38-030(C). NO CITATION ISSUED. | 44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: 4-904.11 OBSERVED EXPOSED UTENSILS IN A BIN. PERSON IN CHARGE WAS INSTRUCTED TO REWASH, SANITIZE AND AIR DRY THE UTENSILS PRIOR TO THEM BEING ROLLED FOR CONSUMERS. ADVISED TO PROPERLY COVER UTENSILS WHILE IN BIN. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: 4-601.11(B) OBSERVED GREASE BUILDUP ON COOKING EQUIPMENT ON HOT SERVICE LINE KITCHEN/PREP AREAS. INSTRUCTED TO DEGREASE, CLEAN AND SANITIZE. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: 5-205.15 OBSERVED LOOSE FAUCET UNIT FOR HANDSINK NEAR THE DISH WASHING AREA (HIGH TEMPERATURE DISH MACHINE AND 3-COMP SINK). INSTRUCTED TO TIGHTEN AND MAINTAIN. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: 5-501.17 OBSERVED NO COVERED RECEPTACLE FOR SANITARY NAPKINS INSIDE SINGLE STALL FOR WOMEN'S WASHROOM LOCATED IN THE BAR. INSTRUCTED TO PROVIDE COVERED WASTE RECEPTACLE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-201.11 OBSERVED LOOSE FOOD DEBRIS AND RESIDUE IN THE FLOOR DRAINS THROUGHOUT THE FACILITY. INSTRUCTED TO DETAIL CLEAN TO REMOVE SPILLS, FOOD DEBRIS, DIRT BUILDUP AND/OR GREASE. MUST MAINTAIN AT ALL TIMES.",41.886005833425465,-87.62082895674074,"{'longitude': '41.886005833425465', 'latitude': '-87.62082895674074'}",,,,,
2321051,EAT ME MILK ME,EAT ME MILK ME,2641876,Restaurant,Risk 3 (Low),1111 W RANDOLPH ST ,CHICAGO,IL,60607,2019-11-05T00:00:00.000,License,Fail,,41.88416573767363,-87.65492937323211,"{'longitude': '41.88416573767363', 'latitude': '-87.65492937323211'}",,,,,
2321054,MESA URBANA DOS,MESA URBANA DOS,2688955,Restaurant,Risk 3 (Low),1935 N LINCOLN PARK WEST ,CHICAGO,IL,60614,2019-11-05T00:00:00.000,License Re-Inspection,Pass w/ Conditions,,41.91716536920397,-87.63620087405286,"{'longitude': '41.91716536920397', 'latitude': '-87.63620087405286'}",,,,,
2321030,TACOS MONTANAS,TACOS MONTANAS,2684321,Restaurant,Risk 3 (Low),3254 W LAWRENCE AVE ,CHICAGO,IL,60625,2019-11-05T00:00:00.000,License,Fail,,41.96854124925287,-87.71070379582618,"{'longitude': '41.96854124925287', 'latitude': '-87.71070379582618'}",,,,,
2321090,POPEYES,POPEYES,1621074,Restaurant,Risk 1 (High),5353 N HARLEM AVE ,CHICAGO,IL,60656,2019-11-05T00:00:00.000,Complaint,Fail,"38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: FOUND EVIDENCE OF COCKROACH ACTIVITY IN THE FOLLOWING AREAS (1) LIVE COCKROACH CRAWLING ON FLOOR UNDERNEATH THE FREEZER UNIT AND (1) LIVE COCKROACH BEHIND THE HOT HOLDING UNIT AT REAR FOOD PREP AREA AND 1 LIVE COCKROACH CRAWLING UNDERNEATH THE REAR HOT WATER TANK UNIT SHOWED MANAGER ALSO,APPROXIMATELY 20 LIVE FRUIT FLIES WERE OBSERVED ON THE WALLS, CEILING IN CUSTOMER AREA NEAR THE WASHROOMS.INSTRUCTED TO DETAIL CLEAN AND SANITIZE ALL AFFECTED AREAS AND PEST CONTROL SERVICE IS NOW RECCOMENDED.PRIORITY FOUNDATION VIOLATION 7-38-020(A),CITATION ISSUED.  | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: FOUND TORN DOOR GASKET INSIDE OF THE PREP COOLER AT FRONT CHICKEN HOT HOLDING STATION. MANAGEMENT INSTRUCTED TO REPLACE THE TORN DOOR GASKET AND TO MAINTAIN. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: INSTRUCTED TO DETAIL CLEAN SIDES OF HOT COOKING EQUIPMENTS AND CHICKEN COLD HOLDING UNITS AND KITCHEN STORAGE SHELFS ALSO,SIDES OF DEEP FRYERS TO REMOVE DRIED UP FOOD SPLASHED DEBRIS SHOWED MANAGER AND TO MAINTAIN. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: FOUND SMALL WATER LEAK AT DRAIN PIPE UNDERNEATH THE HAND SINK AT FRONT FOOD PREP AREA AND SLOW DRAINING HAND SINK AT MENS WASHROOM.INSTRUCTED TO REPAIR PLUMBING ISSUES AND TO MAINTAIN. | 54. GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: FOUND OUTSIDE GARBAGE DUMPSTER OVERFLOWING WITH BAGS OF FOOD WASTE AND  PREVENTING PROPER LID CLOSURES. INSTRUCTED TO ALWAYS HAVE DUMPSTER LID CLOSED TO PREVENT FOOD SOURCE FOR PESTS. PRIORITY FOUNDATION VIOLATION 7-38-020(B),CITATION ISSUED. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO REMOVE DUSTS ACCUMULATIONS ON MONITOR MENU BOARDS AT FRONT PREP AREA  AND DETAIL CLEAN WALLS AND CEILINGS INSIDE THE WALK-IN-COOLER TO REMOVE DUSTS AND FOOD DEBRIS SPILLAGES SHOWED MANAGER AND TO MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO DETAIL CLEAN AND ORGANIZE REAR DRY STORAGE AREA AND REMOVE UNNECESSARY ARTICLES UNDER MENTIONED SHELFS DUE TO POTENTIAL PEST HARBORAGE ALSO,EMPLOYEE BELONGINGS MUST BE STORED IN A DESIGNATED AREA NOT ON DRY STORAGE SHELF AND BLUE PEPSI RACKS MUST NOT BE USED FOR STORING OF FOOD STOCK SUPPLIES. MUST PROVIDE PROPER RAISED SHELFS AT LEAST 6' INCHES OFF THE FLOOR FOR EASIER CLEANING.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FOUND EXCESSIVE FOOD DEBRIS ETC. UNDERNEATH THE CHICKEN HOT HOLDING STATION AT FRONT FOOD PREP AREA.MUST CLEAN FLOORS IN DETAIL AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FOUND MISSING COVING WALL TILE ALONG WALL BASE UNDERNEATH THE CHICKEN COLD HOLDING UNIT AT REAR FOOD PREP AREA AND LOOSE WALL TILES UNDERNEATH THE 3 COMPARTMENT SINK AREA ALSO,NOTICEABLE OPENINGS AROUND THE ELECTRICAL PIPES AT CEILING REAR FOOD PREP AREA AND THE REAR DISH WASHING 3 COMPARTMENT SINK AREA/DRY STORAGE AREA SHOWED MANAGER.MUST REPAIR AND MAINTAIN. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: FOUND MECHANICAL VENTILATION INSIDE THE WOMENS WASHROOM NOT WORKING.MUST REPAIR AND MAINTAIN. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: FOUND BURNT OUT LIGHT BULBS AT REAR OVER THE 3 COMPARTMENT SINK AREA.INSTRUCTED TO REPLACE BURNT-OUT LIGHT BULBS SHOWED MANAGER AND MAINTAIN ADEQUATE LIGHTING AT ALL TIMES. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: INSTRUCTED TO CLEAN AND SANITIZE INTERIORS OF LIGHT SHIELDS IN REAR FOOD PREP AREA TO REMOVE DEAD INSECTS AND TO MAINTAIN.",41.97862919293747,-87.80684493423499,"{'longitude': '41.97862919293747', 'latitude': '-87.80684493423499'}",,,,,
2321063,ALCOIRIS INC,ALCOIRIS,30948,Restaurant,Risk 1 (High),4007 W ARMITAGE AVE ,CHICAGO,IL,60639,2019-11-05T00:00:00.000,Canvass Re-Inspection,Pass,58. ALLERGEN TRAINING AS REQUIRED - Comments: 2-102.13  OBSERVED THE CERTIFIED FOOD MANAGER WITHOUT AN ALLERGEN TRAINING CERTIFICATE. MANAGEMENT INSTRUCTED THAT ALL CERTIFIED FOOD MANAGERS MUST SHOW PROOF OF THIS TRAINING. ,41.917051966932796,-87.72689273615504,"{'longitude': '41.917051966932796', 'latitude': '-87.72689273615504'}",,,,,
2321101,VICTOR'S RESTAURANT AND PIZZA,VICTOR'S RESTAURANT AND PIZZA,2560416,Restaurant,Risk 1 (High),5418 W NORTH AVE ,CHICAGO,IL,60639,2019-11-05T00:00:00.000,Canvass,Pass w/ Conditions,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO EMPLOYEE HEALTH POLICY ON THE PREMISES.  MANAGEMENT INSTRUCTED TO HAVE A SIGNED EMPLOYEE HEALTH POLICY FROM EACH EMPLOYEE.  PRIORITY FOUNDATION 7-38-010.  NO CITATION ISSUED. | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO CLEAN UP PROCEDURE AND SUPPLIES ON THE PREMISES TO RESPOND TO VOMIT AND DIARRHEAL EVENTS.  MANAGEMENT INSTRUCTED TO PROVIDE BOTH.  PRIORITY FOUNDATION 7-38-005.  NO CITATION ISSUED. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO PAPER TOWELS AT THE EXPOSED HAND WASHING SINK OR THE WASHROOM HAND WASHING SINKS.  MANAGEMENT PROVIDE PAPER TOWELS AT ALL HAND WASHING SINKS AT MY REQUEST.  PRIORITY FOUNDATION 7-38-030(C).  CITATION ISSUED. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: CLEAN THE INTERIOR OF THE MICROWAVE. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: REPAIR THE LEAKING EXPOSED HAND WASHING SINK. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO COVERED WASTE RECEPTACLE IN THE WOMEN'S WASHROOM.  MUST PROVIDE. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED THE CERTIFIED FOOD MANAGER WITHOUT AN ALLERGEN TRAINING CERTIFICATE.  MUST SHOW PROOF OF TRAINING FOR ALL CERTIFIED FOOD MANAGERS.",41.90953789209778,-87.76143045876287,"{'longitude': '41.90953789209778', 'latitude': '-87.76143045876287'}",,,,,
2321108,MOY LEE CHINESE RESTAURANT,MOY LEE CHINESE RESTAURANT,2698794,Restaurant,Risk 1 (High),5346 N MILWAUKEE AVE ,CHICAGO,IL,60630,2019-11-05T00:00:00.000,License,Not Ready,,41.97776393135019,-87.76982985082259,"{'longitude': '41.97776393135019', 'latitude': '-87.76982985082259'}",,,,,
2321052,MESA URBANA DOS,MESA URBANA DOS,2688954,Restaurant,Risk 1 (High),1935 N LINCOLN PARK WEST ,CHICAGO,IL,60614,2019-11-05T00:00:00.000,License Re-Inspection,Pass w/ Conditions,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: NO EMPLOYEE HEALTH POLICY ONSITE. INSTRUCTED TO PROVIDE THE CITY'S HEALTH FORM OR SIMILAR DOCUMENTS USED TO DEMONSTRATE COMPLIANCE. PRIORITY FOUNDATION 7-38-010. NO CITATION ISSUED.  | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments:  NO CLEAN UP SUPPLIES OR PROCEDURES ONSITE FOR VOMITING OR DIARRHEA EVENTS. INSTRUCTED TO PROVIDE SUPPLIES AND POST PROCEDURES FOR EMPLOYEES TO FOLLOW. PRIORITY FOUNDATION. 7-38-005 NO CITATION ISSUED | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: MUST PAINT OR STAIN WOOD STORAGE COMPARTMENTS BEHIND BAR. INSTRUCTED TO MAINTAIN.  | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: MUST REPLACE BURNED OUT LIGHTS IN KITCHEN HOOD AND IN MOP CLOSET, INSTRUCTED TO MAINTAIN. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: FOOD HANDLER REQUIREMENTS NOT MET. INFORMATION PROVIDED. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: ALLERGEN CERTIFICATES ARE REQUIRED FOR ALL EMPLOYEES THAT HAVE A CITY OF CHICAGO FOOD SANITATION LICENSE. INSTRUCTED TO COMPLETE THE ONLINE TRAINING AND KEEP CERTIFICATE ONSITE.",41.91716536920397,-87.63620087405286,"{'longitude': '41.91716536920397', 'latitude': '-87.63620087405286'}",,,,,
2321107,E RAMEN,E RAMEN,2690203,Restaurant,Risk 1 (High),451 W 31ST ST ,CHICAGO,IL,60616,2019-11-05T00:00:00.000,License,Fail,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: NO EMPLOYEE HEALTH POLICY ON PREMISES AS REQUIRED; MUST PROVIDE.  INSTRUCTED THE PERSON IN CHARGE TO PROVIDE DOCUMENTATION OF EMPLOYEES RESPONSIBILITY TO REPORT ANY ILLNESS TRANSMISSIBLE THROUGH FOOD.  PRIORITY FOUNDATION VIOLATION 7-38-010. | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: NO VOMIT AND DIARRHEA CLEAN UP PROCEDURE ON PREMISES AS REQUIRED; MUST PROVIDE.  INSTRUCTED THE PERSON IN CHARGE THAT A VOMIT AND DIARRHEA CLEAN UP PROCEDURE MUST BE DOCUMENTED AND THE NECESSARY SUPPLIES ON HAND IN THE EVENT OF A VOMIT AND DIARRHEAL INCIDENT ON PREMISES.  PRIORITY FOUNDATION VIOLATION 7-38-005. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: NO EXPOSED HAND SINK IN DISHWASHING AREA AS REQUIRED; MUST INSTALL WITH HOT AND COLD RUNNING WATER, SOAP AND HAND DRYING DEVICE.  PRIORITY FOUNDATION VIOLATION 7-38-030(C). | 48. WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments: NO CHEMICAL TEST STRIPS ON PREMISES AS REQUIRED; MUST PROVIDE.  INSTRUCTED THE PERSON IN CHARGE TO PROVIDE CHEMICAL TEST STRIPS FOR THE THREE COMP SINK TO TEST THE STRENGTH OF THE SANITIZER WHEN WASH RINSE AND SANITIZING. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: FOUND NO BACKFLOW PREVENTION DEVICE ON ICE MACHINE; MUST INSTALL SO THAT IT MAY BE SERVICED AND MAINTAINED. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: INSTRUCTED THE PERSON IN CHARGE THAT ALL FOOD HANDLERS MUST OBTAIN THE REQUIRED FOOD HANDLER TRAINING.",41.83804176501485,-87.63806607291487,"{'longitude': '41.83804176501485', 'latitude': '-87.63806607291487'}",,,,,
2321058,NATIONAL GRANVILLE FOOD MART,NATIONAL GRANVILLE FOOD MART,2694599,Grocery Store,Risk 3 (Low),1108 W GRANVILLE AVE ,CHICAGO,IL,60660,2019-11-05T00:00:00.000,License,Pass w/ Conditions,"5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: 2-501.11 FOUND NO VOMIT SPILL KIT. PRIORITY FOUNDATION. NO CITATION ISSUED.7-38-005. MUST PROVIDE.   | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FOUND FLOORS NOT CLEAN AT REAR STORAGE AREAS. MUST PROVIDE. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: FOUND NO LIGHT SHIELD FOR BULB INSIDE MILK COOLER. MUST PROVIDE.",41.9946812023239,-87.65871453467992,"{'longitude': '41.9946812023239', 'latitude': '-87.65871453467992'}",,,,,
2320992,EASTERN BAKERY,EASTERN BAKERY,2698714,Bakery,Risk 2 (Medium),2927 W TOUHY AVE ,CHICAGO,IL,60645,2019-11-04T00:00:00.000,License,No Entry,,42.01188160585908,-87.70323088982231,"{'longitude': '42.01188160585908', 'latitude': '-87.70323088982231'}",,,,,
2320996,BOBNGRILL,BOBNGRILL,2698969,Restaurant,Risk 1 (High),921 W BELMONT AVE ,CHICAGO,IL,60657,2019-11-04T00:00:00.000,License,Pass,"44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: NOTED UTENSIL RACK AND CHEST FREEZER STORED UNDERNEATH THE WASTE WATER PIPE LINES AT THE BASEMENT FOOD STORAGE AREA. INSTRUCTED TO REMOVE OR RELOCATE UTENSIL RACK AND CHEST FREEZER.",41.93982741680233,-87.652387921447,"{'longitude': '41.93982741680233', 'latitude': '-87.652387921447'}",,,,,
2320999,bopNgrill,bopNgrill,2398736,Restaurant,Risk 1 (High),921 W BELMONT AVE ,CHICAGO,IL,60657,2019-11-04T00:00:00.000,Canvass,Out of Business,,41.93982741680233,-87.652387921447,"{'longitude': '41.93982741680233', 'latitude': '-87.652387921447'}",,,,,
2320997,KRISPY'S SEAFOOD & CHICKEN,KRISPY'S SEAFOOD & CHICKEN,2428725,Restaurant,Risk 2 (Medium),8255 S KEDZIE AVE ,CHICAGO,IL,60652,2019-11-04T00:00:00.000,Short Form Complaint,Pass w/ Conditions,"1. PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: OBSERVED NO PERSON IN CHARGE WITH VALID CHICAGO FOOD SANITATION CERTIFICATE. INSTRUCTED MANAGER TO DESIGNATE PERSON IN CHARGE DURING ALL HOURS OF OPERATION. PRIORITY FOUNDATION | 2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO CHICAGO FOOD SANITATION MANAGER ON DUTY OR VALID CERTIFICATE POSTED WHEN TCS FOOD (FISH 180.2F) PREPARED AND SERVED. A CERTIFIED MANAGER MUST BE ON SITE AT ALL TIMES TCS FOOD PREPARED AND SERVED. PRIORITY FOUNDATION 7-38-012 | 3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO EMPLOYEE HEALTH POLICY AVAILABLE. INSTRUCTED MANAGER TO PROVIDE IN A VERIFIABLE MANNER EMPLOYEE RESPONSIBILITY TO REPORT ANY ILLNESS TRANSMISSIBLE THROUGH FOOD. PRIORITY FOUNDATION CITATION ISSUED 7-38-010 | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO SUPPLIES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS. INSTRUCTED MANAGER TO PROVIDE CLEAN UP POLICY AND SUPPLIES. PRIORITY FOUNDATION 7-38-005 | 40. PERSONAL CLEANLINESS - Comments: OBSERVED FOOD HANDLERS NOT WEARING HAIR RESTRAINTS. ALL FOOD HANDLERS MUST WEAR HAIR RESTRAINTS.",41.742703308073345,-87.7020564330574,"{'longitude': '41.742703308073345', 'latitude': '-87.7020564330574'}",,,,,
2320960,CARNICERIA Y TAQUERIA TIERRA,CARNICERIA Y TAQUERIA TIERRA,2428138,Grocery Store,Risk 1 (High),3312-3314 W NORTH AVE ,CHICAGO,IL,60647,2019-11-01T00:00:00.000,Canvass Re-Inspection,Pass,,41.91018535990397,-87.70990705170502,"{'longitude': '41.91018535990397', 'latitude': '-87.70990705170502'}",,,,,
2320955,MC KINNEY'S EARLY LEARNING ACADEMY,MC KINNEY'S EARLY LEARNING ACADEMY,2215689,Daycare (Under 2 Years),Risk 1 (High),5733-5743 W DIVISION ST ,CHICAGO,IL,60651,2019-11-01T00:00:00.000,License,Pass,51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED A LEAKY PIPE UNDERNEATH THE 3 COMP SINK. MUST REPAIR AND MAINTAIN.,41.90197979753018,-87.76935328212376,"{'longitude': '41.90197979753018', 'latitude': '-87.76935328212376'}",,,,,
2320904,"KID'Z COLONY DAYCARE, INC.","KID'Z COLONY DAYCARE, INC.",2215609,Daycare Above and Under 2 Years,Risk 1 (High),6287 S ARCHER AVE ,CHICAGO,IL,60638,2019-11-01T00:00:00.000,Canvass,Pass w/ Conditions,16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: NON USED HIGH TEMPERATURE WAREWASHING TEMPERATURE AT IMPROPER FINAL RINSE OF 160F. INSTD TO PROVIDE PROPER FINAL RINSE OF 180F AS STATED ON MANUFACTURER SPECIFICATION PLATE ON MACHINE. MACHINE TAGGED AT THIS TIME AND HELD FOR INSPECTION AT THIS TIME. PRIORITY VIOLATION 7-38-025.,41.7932347787373,-87.77777643611029,"{'longitude': '41.7932347787373', 'latitude': '-87.77777643611029'}",,,,,
2320908,"THE TRAILS SCHOOL, INC",THE TRAILS SCHOOL,2550870,Children's Services Facility,Risk 1 (High),1207 N CLEVELAND AVE ,CHICAGO,IL,60610,2019-11-01T00:00:00.000,License,Pass,,41.90397973250967,-87.64097800969645,"{'longitude': '41.90397973250967', 'latitude': '-87.64097800969645'}",,,,,
2320918,BEEFSTEAK,BEEFSTEAK,2698445,Restaurant,Risk 1 (High),303 E SUPERIOR ST ,CHICAGO,IL,60611,2019-11-01T00:00:00.000,License,Pass,"39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: - MUST INSTALL SPLASH GUARDS ON EITHER SIDE OF THE HANDWASH SINK IN THE FRONT PREP AREA.  -  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: - OBSERVED FOIL DUCT COVERING ON THE CEILING IN THE FRONT FOOD PREP AREA  OBSERVED FOIL DUCT COVERING AND UTILITY LINES, AND RAW CEMENT MATERIAL ON THE CEILING IN THE REAR SHARED FOOD PREP AREA.    MUST REMOVE AND PROVIDE A CEILING THAT IS DURABLE, NON-ABSORBENT, SMOOTH, AND EASILY CLEANABLE IN ALL FOOD PREP AREAS.  - ",41.895692401410514,-87.62014286048188,"{'longitude': '41.895692401410514', 'latitude': '-87.62014286048188'}",,,,,
